9 1708941912 1.200000 -1 1.200000 1.200000 1.200000
9 1708941912 1.800000 -1 1.800000 1.800000 1.800000
9 1708941912 1.600000 -1 1.600000 1.600000 1.600000
9 1708941912 1.800000 -1 1.800000 1.800000 1.800000
9 1708941912 1.800000 -1 1.800000 1.800000 1.800000
9 1708941917 2.600000 -1 2.600000 2.600000 2.600000
9 1708941917 2.200000 -1 2.200000 2.200000 2.200000
9 1708941917 2.200000 -1 2.200000 2.200000 2.200000
9 1708941917 2.400000 -1 2.400000 2.400000 2.400000
9 1708941917 2.800000 -1 2.800000 2.800000 2.800000
9 1708941917 0.200000 -1 0.200000 0.200000 0.200000
9 1708941917 3.600000 -1 3.600000 3.600000 3.600000
9 1708941922 4.200000 -1 4.200000 4.200000 4.200000
9 1708941922 4.400000 -1 4.400000 4.400000 4.400000
9 1708941922 4.200000 -1 4.200000 4.200000 4.200000
9 1708941922 4.400000 -1 4.400000 4.400000 4.400000
9 1708941922 5.000000 -1 5.000000 5.000000 5.000000
9 1708941922 4.400000 -1 4.400000 4.400000 4.400000
9 1708941927 2.000000 -1 2.000000 2.000000 2.000000
9 1708941927 2.200000 -1 2.200000 2.200000 2.200000
9 1708941927 2.600000 -1 2.600000 2.600000 2.600000
9 1708941927 2.000000 -1 2.000000 2.000000 2.000000
9 1708941927 0.600000 -1 0.600000 0.600000 0.600000
9 1708941927 2.000000 -1 2.000000 2.000000 2.000000
9 1708941932 1.200000 -1 1.200000 1.200000 1.200000
9 1708941932 1.000000 -1 1.000000 1.000000 1.000000
9 1708941932 0.800000 -1 0.800000 0.800000 0.800000
9 1708941932 1.400000 -1 1.400000 1.400000 1.400000
9 1708941932 1.800000 -1 1.800000 1.800000 1.800000
9 1708941932 0.800000 -1 0.800000 0.800000 0.800000
9 1708941937 1.400000 -1 1.400000 1.400000 1.400000
9 1708941937 1.200000 -1 1.200000 1.200000 1.200000
9 1708941937 1.400000 -1 1.400000 1.400000 1.400000
9 1708941937 0.800000 -1 0.800000 0.800000 0.800000
9 1708941937 2.000000 -1 2.000000 2.000000 2.000000
9 1708941937 1.800000 -1 1.800000 1.800000 1.800000
9 1708941942 2.000000 -1 2.000000 2.000000 2.000000
9 1708941942 1.800000 -1 1.800000 1.800000 1.800000
9 1708941942 1.800000 -1 1.800000 1.800000 1.800000
9 1708941942 1.800000 -1 1.800000 1.800000 1.800000
9 1708941942 1.000000 -1 1.000000 1.000000 1.000000
9 1708941942 2.000000 -1 2.000000 2.000000 2.000000
9 1708941947 1.000000 -1 1.000000 1.000000 1.000000
9 1708941947 1.800000 -1 1.800000 1.800000 1.800000
9 1708941947 1.800000 -1 1.800000 1.800000 1.800000
9 1708941947 2.000000 -1 2.000000 2.000000 2.000000
9 1708941947 1.200000 -1 1.200000 1.200000 1.200000
9 1708941947 0.800000 -1 0.800000 0.800000 0.800000
9 1708941952 1.600000 -1 1.600000 1.600000 1.600000
9 1708941952 0.800000 -1 0.800000 0.800000 0.800000
9 1708941952 0.800000 -1 0.800000 0.800000 0.800000
9 1708941952 1.200000 -1 1.200000 1.200000 1.200000
9 1708941952 1.600000 -1 1.600000 1.600000 1.600000
9 1708941952 1.400000 -1 1.400000 1.400000 1.400000
9 1708941957 1.400000 -1 1.400000 1.400000 1.400000
9 1708941957 1.600000 -1 1.600000 1.600000 1.600000
9 1708941957 1.400000 -1 1.400000 1.400000 1.400000
9 1708941957 1.000000 -1 1.000000 1.000000 1.000000
9 1708941957 2.000000 -1 2.000000 2.000000 2.000000
9 1708941957 1.800000 -1 1.800000 1.800000 1.800000
9 1708941962 1.800000 -1 1.800000 1.800000 1.800000
9 1708941962 1.800000 -1 1.800000 1.800000 1.800000
9 1708941962 2.000000 -1 2.000000 2.000000 2.000000
9 1708941962 1.800000 -1 1.800000 1.800000 1.800000
9 1708941962 0.600000 -1 0.600000 0.600000 0.600000
9 1708941962 1.800000 -1 1.800000 1.800000 1.800000
9 1708941967 1.000000 -1 1.000000 1.000000 1.000000
9 1708941967 1.600000 -1 1.600000 1.600000 1.600000
9 1708941967 1.400000 -1 1.400000 1.400000 1.400000
9 1708941967 1.800000 -1 1.800000 1.800000 1.800000
9 1708941967 1.400000 -1 1.400000 1.400000 1.400000
9 1708941967 0.800000 -1 0.800000 0.800000 0.800000
9 1708941972 1.400000 -1 1.400000 1.400000 1.400000
9 1708941972 1.000000 -1 1.000000 1.000000 1.000000
9 1708941972 1.200000 -1 1.200000 1.200000 1.200000
9 1708941972 0.800000 -1 0.800000 0.800000 0.800000
9 1708941972 2.000000 -1 2.000000 2.000000 2.000000
9 1708941972 1.600000 -1 1.600000 1.600000 1.600000
9 1708941977 1.800000 -1 1.800000 1.800000 1.800000
9 1708941977 1.400000 -1 1.400000 1.400000 1.400000
9 1708941977 1.400000 -1 1.400000 1.400000 1.400000
9 1708941977 1.600000 -1 1.600000 1.600000 1.600000
9 1708941977 2.000000 -1 2.000000 2.000000 2.000000
9 1708941977 1.800000 -1 1.800000 1.800000 1.800000
9 1708941982 1.800000 -1 1.800000 1.800000 1.800000
9 1708941982 2.000000 -1 2.000000 2.000000 2.000000
9 1708941982 1.800000 -1 1.800000 1.800000 1.800000
9 1708941982 1.800000 -1 1.800000 1.800000 1.800000
9 1708941982 0.600000 -1 0.600000 0.600000 0.600000
9 1708941982 1.800000 -1 1.800000 1.800000 1.800000
9 1708941987 1.200000 -1 1.200000 1.200000 1.200000
9 1708941987 1.800000 -1 1.800000 1.800000 1.800000
9 1708941987 1.800000 -1 1.800000 1.800000 1.800000
9 1708941987 1.800000 -1 1.800000 1.800000 1.800000
9 1708941987 1.600000 -1 1.600000 1.600000 1.600000
9 1708941987 0.800000 -1 0.800000 0.800000 0.800000
9 1708941992 1.600000 -1 1.600000 1.600000 1.600000
9 1708941992 1.000000 -1 1.000000 1.000000 1.000000
9 1708941992 1.000000 -1 1.000000 1.000000 1.000000
9 1708941992 1.200000 -1 1.200000 1.200000 1.200000
9 1708941992 1.800000 -1 1.800000 1.800000 1.800000
9 1708941992 1.600000 -1 1.600000 1.600000 1.600000
9 1708941997 1.400000 -1 1.400000 1.400000 1.400000
9 1708941997 1.400000 -1 1.400000 1.400000 1.400000
9 1708941997 1.600000 -1 1.600000 1.600000 1.600000
9 1708941997 1.400000 -1 1.400000 1.400000 1.400000
9 1708941997 1.600000 -1 1.600000 1.600000 1.600000
9 1708941997 1.800000 -1 1.800000 1.800000 1.800000
9 1708942002 1.800000 -1 1.800000 1.800000 1.800000
9 1708942002 1.800000 -1 1.800000 1.800000 1.800000
9 1708942002 1.800000 -1 1.800000 1.800000 1.800000
9 1708942002 1.600000 -1 1.600000 1.600000 1.600000
9 1708942002 1.600000 -1 1.600000 1.600000 1.600000
9 1708942002 1.800000 -1 1.800000 1.800000 1.800000
9 1708942007 2.800000 -1 2.800000 2.800000 2.800000
9 1708942007 3.200000 -1 3.200000 3.200000 3.200000
9 1708942007 2.800000 -1 2.800000 2.800000 2.800000
9 1708942007 3.200000 -1 3.200000 3.200000 3.200000
9 1708942007 3.000000 -1 3.000000 3.000000 3.000000
9 1708942007 2.800000 -1 2.800000 2.800000 2.800000
9 1708942012 5.800000 -1 5.800000 5.800000 5.800000
9 1708942012 6.200000 -1 6.200000 6.200000 6.200000
9 1708942012 6.200000 -1 6.200000 6.200000 6.200000
9 1708942012 6.200000 -1 6.200000 6.200000 6.200000
9 1708942012 6.000000 -1 6.000000 6.000000 6.000000
9 1708942012 5.800000 -1 5.800000 5.800000 5.800000
9 1708942017 2.200000 -1 2.200000 2.200000 2.200000
9 1708942017 2.600000 -1 2.600000 2.600000 2.600000
9 1708942017 2.200000 -1 2.200000 2.200000 2.200000
9 1708942017 2.800000 -1 2.800000 2.800000 2.800000
9 1708942017 2.000000 -1 2.000000 2.000000 2.000000
9 1708942017 2.000000 -1 2.000000 2.000000 2.000000
9 1708942022 1.800000 -1 1.800000 1.800000 1.800000
9 1708942022 0.400000 -1 0.400000 0.400000 0.400000
9 1708942022 1.200000 -1 1.200000 1.200000 1.200000
9 1708942022 0.400000 -1 0.400000 0.400000 0.400000
9 1708942022 1.800000 -1 1.800000 1.800000 1.800000
9 1708942022 2.000000 -1 2.000000 2.000000 2.000000
9 1708942027 1.800000 -1 1.800000 1.800000 1.800000
9 1708942027 1.800000 -1 1.800000 1.800000 1.800000
9 1708942027 1.800000 -1 1.800000 1.800000 1.800000
9 1708942027 1.800000 -1 1.800000 1.800000 1.800000
9 1708942027 2.000000 -1 2.000000 2.000000 2.000000
9 1708942027 1.800000 -1 1.800000 1.800000 1.800000
9 1708942032 2.000000 -1 2.000000 2.000000 2.000000
9 1708942032 2.000000 -1 2.000000 2.000000 2.000000
9 1708942032 2.000000 -1 2.000000 2.000000 2.000000
9 1708942032 1.800000 -1 1.800000 1.800000 1.800000
9 1708942032 0.400000 -1 0.400000 0.400000 0.400000
9 1708942032 2.000000 -1 2.000000 2.000000 2.000000
9 1708942037 1.200000 -1 1.200000 1.200000 1.200000
9 1708942037 1.800000 -1 1.800000 1.800000 1.800000
9 1708942037 1.800000 -1 1.800000 1.800000 1.800000
9 1708942037 1.800000 -1 1.800000 1.800000 1.800000
9 1708942037 1.600000 -1 1.600000 1.600000 1.600000
9 1708942037 0.400000 -1 0.400000 0.400000 0.400000
9 1708942042 1.000000 -1 1.000000 1.000000 1.000000
9 1708942042 0.600000 -1 0.600000 0.600000 0.600000
9 1708942042 0.400000 -1 0.400000 0.400000 0.400000
9 1708942042 1.200000 -1 1.200000 1.200000 1.200000
9 1708942042 2.000000 -1 2.000000 2.000000 2.000000
9 1708942042 1.600000 -1 1.600000 1.600000 1.600000
9 1708942047 1.800000 -1 1.800000 1.800000 1.800000
9 1708942047 1.600000 -1 1.600000 1.600000 1.600000
9 1708942047 1.800000 -1 1.800000 1.800000 1.800000
9 1708942047 1.200000 -1 1.200000 1.200000 1.200000
9 1708942047 2.000000 -1 2.000000 2.000000 2.000000
9 1708942047 2.000000 -1 2.000000 2.000000 2.000000
9 1708942052 2.000000 -1 2.000000 2.000000 2.000000
9 1708942052 2.000000 -1 2.000000 2.000000 2.000000
9 1708942052 2.000000 -1 2.000000 2.000000 2.000000
9 1708942052 1.800000 -1 1.800000 1.800000 1.800000
9 1708942052 1.000000 -1 1.000000 1.000000 1.000000
9 1708942052 2.000000 -1 2.000000 2.000000 2.000000
9 1708942057 1.400000 -1 1.400000 1.400000 1.400000
9 1708942057 2.000000 -1 2.000000 2.000000 2.000000
9 1708942057 1.800000 -1 1.800000 1.800000 1.800000
9 1708942057 2.000000 -1 2.000000 2.000000 2.000000
9 1708942057 1.000000 -1 1.000000 1.000000 1.000000
9 1708942057 1.200000 -1 1.200000 1.200000 1.200000
9 1708942062 4.400000 -1 4.400000 4.400000 4.400000
9 1708942062 4.600000 -1 4.600000 4.600000 4.600000
9 1708942062 4.400000 -1 4.400000 4.400000 4.400000
9 1708942062 4.600000 -1 4.600000 4.600000 4.600000
9 1708942062 5.600000 -1 5.600000 5.600000 5.600000
9 1708942062 4.400000 -1 4.400000 4.400000 4.400000
9 1708942067 6.000000 -1 6.000000 6.000000 6.000000
9 1708942067 6.000000 -1 6.000000 6.000000 6.000000
9 1708942067 6.400000 -1 6.400000 6.400000 6.400000
9 1708942067 6.200000 -1 6.200000 6.200000 6.200000
9 1708942067 6.000000 -1 6.000000 6.000000 6.000000
9 1708942067 6.000000 -1 6.000000 6.000000 6.000000
9 1708942072 6.400000 -1 6.400000 6.400000 6.400000
9 1708942072 5.800000 -1 5.800000 5.800000 5.800000
9 1708942072 5.800000 -1 5.800000 5.800000 5.800000
9 1708942072 6.000000 -1 6.000000 6.000000 6.000000
9 1708942072 5.200000 -1 5.200000 5.200000 5.200000
9 1708942072 6.000000 -1 6.000000 6.000000 6.000000
9 1708942077 1.400000 -1 1.400000 1.400000 1.400000
9 1708942077 2.400000 -1 2.400000 2.400000 2.400000
9 1708942077 2.400000 -1 2.400000 2.400000 2.400000
9 1708942077 2.000000 -1 2.000000 2.000000 2.000000
9 1708942077 2.200000 -1 2.200000 2.200000 2.200000
9 1708942077 1.600000 -1 1.600000 1.600000 1.600000
9 1708942082 1.600000 -1 1.600000 1.600000 1.600000
9 1708942082 0.400000 -1 0.400000 0.400000 0.400000
9 1708942082 0.400000 -1 0.400000 0.400000 0.400000
9 1708942082 0.600000 -1 0.600000 0.600000 0.600000
9 1708942082 2.000000 -1 2.000000 2.000000 2.000000
9 1708942082 2.000000 -1 2.000000 2.000000 2.000000
9 1708942087 2.000000 -1 2.000000 2.000000 2.000000
9 1708942087 0.200000 -1 0.200000 0.200000 0.200000
9 1708942087 2.000000 -1 2.000000 2.000000 2.000000
9 1708942087 2.000000 -1 2.000000 2.000000 2.000000
9 1708942087 1.800000 -1 1.800000 1.800000 1.800000
9 1708942087 1.800000 -1 1.800000 1.800000 1.800000
9 1708942087 2.000000 -1 2.000000 2.000000 2.000000
9 1708942092 1.600000 -1 1.600000 1.600000 1.600000
9 1708942092 1.600000 -1 1.600000 1.600000 1.600000
9 1708942092 1.600000 -1 1.600000 1.600000 1.600000
9 1708942092 1.800000 -1 1.800000 1.800000 1.800000
9 1708942092 0.600000 -1 0.600000 0.600000 0.600000
9 1708942092 1.400000 -1 1.400000 1.400000 1.400000
9 1708942097 1.000000 -1 1.000000 1.000000 1.000000
9 1708942097 0.200000 -1 0.200000 0.200000 0.200000
9 1708942097 1.600000 -1 1.600000 1.600000 1.600000
9 1708942097 1.400000 -1 1.400000 1.400000 1.400000
9 1708942097 1.600000 -1 1.600000 1.600000 1.600000
9 1708942097 1.400000 -1 1.400000 1.400000 1.400000
9 1708942097 1.000000 -1 1.000000 1.000000 1.000000
9 1708942102 0.800000 -1 0.800000 0.800000 0.800000
9 1708942102 0.600000 -1 0.600000 0.600000 0.600000
9 1708942102 0.600000 -1 0.600000 0.600000 0.600000
9 1708942102 0.800000 -1 0.800000 0.800000 0.800000
9 1708942102 1.600000 -1 1.600000 1.600000 1.600000
9 1708942102 1.000000 -1 1.000000 1.000000 1.000000
9 1708942107 1.600000 -1 1.600000 1.600000 1.600000
9 1708942107 0.200000 -1 0.200000 0.200000 0.200000
9 1708942107 1.200000 -1 1.200000 1.200000 1.200000
9 1708942107 1.400000 -1 1.400000 1.400000 1.400000
9 1708942107 0.800000 -1 0.800000 0.800000 0.800000
9 1708942107 1.600000 -1 1.600000 1.600000 1.600000
9 1708942107 1.600000 -1 1.600000 1.600000 1.600000
9 1708942112 1.400000 -1 1.400000 1.400000 1.400000
9 1708942112 1.400000 -1 1.400000 1.400000 1.400000
9 1708942112 1.400000 -1 1.400000 1.400000 1.400000
9 1708942112 1.400000 -1 1.400000 1.400000 1.400000
9 1708942112 0.600000 -1 0.600000 0.600000 0.600000
9 1708942112 1.400000 -1 1.400000 1.400000 1.400000
9 1708942117 0.600000 -1 0.600000 0.600000 0.600000
9 1708942117 1.400000 -1 1.400000 1.400000 1.400000
9 1708942117 1.400000 -1 1.400000 1.400000 1.400000
9 1708942117 1.400000 -1 1.400000 1.400000 1.400000
9 1708942117 0.800000 -1 0.800000 0.800000 0.800000
9 1708942117 0.400000 -1 0.400000 0.400000 0.400000
9 1708942122 0.800000 -1 0.800000 0.800000 0.800000
9 1708942122 0.200000 -1 0.200000 0.200000 0.200000
9 1708942122 0.400000 -1 0.400000 0.400000 0.400000
9 1708942122 0.200000 -1 0.200000 0.200000 0.200000
9 1708942122 0.600000 -1 0.600000 0.600000 0.600000
9 1708942122 1.400000 -1 1.400000 1.400000 1.400000
9 1708942122 1.000000 -1 1.000000 1.000000 1.000000
9 1708942127 1.400000 -1 1.400000 1.400000 1.400000
9 1708942127 0.200000 -1 0.200000 0.200000 0.200000
