1708780619	0	1708780622
1708780622	1	1708780642
1708780642	3	1708780652
1708780652	4	1708780662
1708780662	5	1708780672
1708780672	6	1708780682
1708780682	7	1708780692
1708780692	8	1708780702
1708780702	9	1708780712
1708780712	10	1708780929
1708780929	9	1708780936
1708780936	8	1708780956
1708780956	7	1708780966
1708780966	6	1708780983
1708780983	5	1708780986
1708780986	4	1708781000
1708781000	3	1708781082
1708781082	2	1708781096
1708781096	1	1708781102
