1708963202	0	1708963204
1708963204	1	1708963220
1708963220	2	1708963235
1708963235	3	1708963248
1708963248	4	1708963266
1708963266	5	1708963281
1708963281	6	1708963296
1708963296	7	1708963311
1708963311	8	1708963323
1708963323	9	1708963341
1708963341	10	1708963521
1708963521	9	1708963534
1708963534	8	1708963554
1708963554	7	1708963568
1708963568	6	1708963580
1708963580	5	1708963596
1708963596	4	1708963613
1708963613	3	1708963629
1708963629	2	1708963642
1708963642	1	1708963658
