"Relative Time","Hits"
"00:00","0.25"
"00:16","0.5"
"00:32","0.5"
"00:48","0.625"
"01:04","1.875"
"01:20","1.75"
"01:36","2.125"
"01:52","1.75"
"02:08","1.75"
"02:24","2.688"
"02:40","1.75"
"02:56","1.813"
"03:12","1.938"
"03:28","2.75"
"03:44","2"
"04:00","1.875"
"04:16","1.25"
"04:32","3.125"
"04:48","2.625"
"05:04","2.5"
"05:20","1.75"
"05:36","2.5"
"05:52","2.5"
"06:08","1.938"
"06:24","0.5"
"06:40","0"
"06:56","0.375"
"07:12","1.125"
"07:28","1.563"
"07:44","0.813"
"08:00","1.75"
